1	25.1
2	25.1
3	25.2
4	25.2
5	25.2
6	25.2
7	25.2
8	25.2
9	25.2
10	25.2
11	25.2
12	25.3
13	25.2
14	25.3
15	25.3
16	25.3
17	25.3
18	25.3
19	25.4
20	25.4
21	25.4
22	25.4
23	25.4
24	25.4
25	25.5
26	25.5
27	25.5
28	25.6
29	25.7
30	25.7
31	25.8
32	25.9
33	26
34	26.1
35	26.2
36	26.2
37	26.3
38	26.3
39	26.4
40	26.4
41	26.4
42	26.5
43	26.6
44	26.7
45	26.7
46	26.8
47	26.9
48	27.1
49	27.1
50	27.3
51	27.4
52	27.5
53	27.6
54	27.7
55	27.8
56	27.9
57	28
58	28.1
59	28.2
60	28.3
61	28.4
62	28.6
64	28.6
65	28.7
66	28.9
67	29
68	29.1
69	29.2
70	29.3
71	29.5
72	29.6
73	29.7
74	29.9
75	30
76	30.2
77	30.4
78	30.5
79	30.7
80	30.8
81	31
82	31.2
83	31.4
84	31.6
85	31.8
86	32
87	32.2
88	32.4
89	32.7
90	33
91	33.2
92	33.4
93	33.6
94	33.8
95	34
96	34.2
97	34.3
98	34.5
99	34.7
100	34.9
101	35.1
102	35.2
103	35.4
104	35.5
105	35.8
106	36
107	36.2
108	36.5
109	36.7
110	37.1
111	37.3
112	37.5
113	37.7
114	37.9
115	38.1
116	38.2
117	38.4
118	38.6
119	38.8
120	39
121	39.2
122	39.4
123	39.7
124	39.9
125	40.2
126	40.5
127	40.8
129	41.1
130	41.2
131	41.4
132	41.7
133	41.9
134	42.2
135	42.3
136	42.5
137	42.8
138	43.1
139	43.3
140	43.5
141	43.7
142	43.9
143	44
144	44.2
145	44.6
146	44.8
147	45.2
148	45.5
149	45.8
150	46.1
151	46.4
152	46.6
153	46.8
154	47
155	47.3
156	47.5
157	47.7
158	48
159	48.3
160	48.6
161	48.8
162	48.9
163	49.2
164	49.4
165	49.7
166	50.1
167	50.4
168	50.8
169	51
170	51.3
171	51.6
172	51.8
173	52.1
174	52.3
175	52.4
176	52.6
177	52.8
178	53
179	53.4
180	53.7
181	54.2
182	54.6
183	54.9
184	55.2
185	55.3
186	55.6
187	55.9
188	56.1
189	56.4
190	56.6
191	56.8
192	57.2
194	57.4
195	57.7
196	57.9
197	58.1
198	58.3
199	58.6
200	58.8
201	59
202	59.3
203	59.6
204	59.9
205	60.3
206	60.7
207	61.1
208	61.6
209	61.9
210	62.1
211	62.6
212	62.8
213	63
214	63.3
215	63.6
216	63.9
217	64.1
218	64.5
219	64.9
220	65.1
221	65.5
222	65.8
223	66.2
224	66.6
225	67
226	67.4
227	67.6
228	67.8
229	68.1
230	68.3
231	68.7
232	69
233	69.3
234	69.6
235	70.1
236	70.4
237	70.9
238	71.3
239	71.7
240	72.1
241	72.4
242	72.9
243	73.2
244	73.6
245	73.9
246	74.2
247	74.6
248	74.9
249	75.3
250	75.7
251	76
252	76.4
253	76.7
254	76.9
255	77.3
256	77.6
257	77.9
259	78.2
260	78.5
261	78.9
262	79.1
263	79.3
264	79.6
265	79.9
266	80.2
267	80.4
268	80.7
269	80.9
270	81.2
271	81.6
272	82
273	82.6
274	83.2
275	83.7
276	84.2
277	84.7
278	85.1
279	85.4
280	85.8
281	86
282	86.3
283	86.5
284	86.8
285	87.2
286	87.5
287	87.8
288	88.2
289	88.5
290	89
291	89.5
292	89.9
293	90.3
294	90.7
295	91.1
296	91.6
297	91.7
298	91.8
299	91.9
300	92.3
301	92.5
302	92.8
303	93.2
304	93.5
305	93.9
306	94.2
307	94.6
308	95.2
309	95.5
310	96
311	96.3
312	96.7
313	97.2
314	97.6
315	98
316	98.4
317	98.6
318	99
319	99.3
320	99.5
321	99.9
322	100.1
324	100.3
325	100.6
326	100.9
327	101.2
328	101.5
329	102.1
330	102.4
331	102.8
332	103.2
333	103.3
334	103.6
335	103.8
336	104.1
337	104.4
338	104.6
339	104.9
340	105.1
341	105.3
342	105.8
343	106.1
344	106.5
345	106.9
346	107.1
347	107.2
348	107.5
349	107.8
350	107.9
351	108.2
352	108.5
353	109.1
354	109.4
355	109.8
356	110.1
357	110.3
358	110.6
359	110.8
360	111.2
361	111.7
362	112
363	112.4
364	112.7
365	113
366	113.3
367	113.6
368	114
369	114.3
370	114.5
371	115
372	115.5
373	115.7
374	116
375	116.3
376	116.6
377	116.7
378	116.8
379	117
380	117.1
381	117.4
382	117.6
383	117.9
384	118.1
385	118.2
386	118.4
387	119.1
389	119.5
390	119.8
391	120
392	120.2
393	120.7
394	121.2
395	121.8
396	122
397	122.2
398	122.4
399	122.6
400	122.9
401	123.2
402	123.5
403	123.8
404	124.1
405	124.3
406	124.7
407	124.9
408	125.3
409	125.6
410	126
411	126.3
412	126.6
413	126.8
414	127.3
415	127.8
416	128.2
417	128.6
418	129
419	129.4
420	129.8
421	130.2
422	130.5
423	130.8
424	131.1
425	131.4
426	131.8
427	132
428	132.1
429	132.5
430	132.9
431	133.3
432	133.8
433	134.2
434	134.7
435	135
436	135.2
437	135.6
438	136
439	136.4
440	136.7
441	137
442	137.3
443	137.5
444	137.9
445	138.8
446	139.4
447	140.2
448	140.6
449	140.9
450	141
451	141.2
452	141.5
454	141.9
455	142.3
456	142.6
457	143
458	143.3
459	143.4
460	143.6
461	144.5
462	145
463	145.5
464	145.9
465	146.3
466	147
467	147.4
468	147.7
469	148.2
470	148.4
471	148.6
472	149.1
473	149.4
474	149.8
475	150.2
476	150.6
477	151
478	151.3
479	152.3
480	153.3
481	153.5
482	152.6
483	152
484	150.6
485	149.6
486	148.3
487	146.9
488	145.9
489	144.7
490	143.9
491	143.7
492	143.7
493	143.7
494	143.8
495	144.6
496	145.5
497	146.4
498	147.1
499	147.5
500	148.4
501	149
502	149.6
503	150.1
504	150.5
505	151.1
506	151.6
507	152
508	152.7
509	153
510	153.4
511	154.2
512	154.5
513	154.9
514	155.3
515	155.7
516	156.4
517	156.8
519	157.1
520	157.3
521	157.3
522	157.5
523	157.8
524	158.2
525	158.5
526	158.8
527	159.1
528	159.4
529	159.6
530	160.1
531	160.6
532	161.2
533	161.5
534	161.3
535	161.1
536	161.2
537	161.4
538	161.8
539	161.9
540	161.6
541	161.6
542	161.7
543	162.3
544	161.8
545	160.9
546	160.5
547	160.2
548	160.4
549	160.6
550	160.8
551	161.5
552	161.6
553	162.2
554	162.5
555	162.4
556	162.3
557	162.4
558	162.7
559	163.1
560	163.8
561	165
562	165.7
563	166
564	166.3
565	166.7
566	166.7
567	166.8
568	166.9
569	167.3
570	167.6
571	167.8
572	168.1
573	168.4
574	169
575	169.5
576	170
577	170
578	169.9
579	170.5
580	171
581	171.3
582	171.4
584	171.5
585	171.6
586	171.5
587	171.8
588	172.4
589	172.4
590	172.5
591	172.8
592	173.4
593	173.6
594	173.8
595	174.1
596	174.5
597	174.8
598	174.9
599	174.9
600	175
601	174.9
602	175.1
603	175.3
604	175.5
605	175.5
606	175.8
607	175.8
608	175.9
609	176
610	176.2
611	176.6
612	176.7
613	176.8
614	177
615	177.1
616	177.3
617	177.5
618	177.8
619	178.2
620	178.6
621	178.7
622	179.3
623	179.8
624	180.3
625	180.3
626	181
627	181.2
628	181.1
629	181.1
630	181
631	180.8
632	181.4
633	181.9
634	182.3
635	182.5
